Tabla 1
ID;Hora de inicio;Hora de finalización;Correo electrónico;Nombre;Total de puntos;Comentarios del cuestionario;Hora de la última modificación;Edad;Puntos: Edad;Comentarios: Edad;¿Vivís o trabajas en el AMBA (Área Metropolitana de Buenos Aires. “Incluye CABA”)?;Puntos: ¿Vivís o trabajas en el AMBA (Área Metropolitana de Buenos Aires. “Incluye CABA”)?;Comentarios: ¿Vivís o trabajas en el AMBA (Área Metropolitana de Buenos Aires. “Incluye CABA”)?; ¿Cuál de estos perfiles te representa?;Puntos:  ¿Cuál de estos perfiles te representa?;Comentarios:  ¿Cuál de estos perfiles te representa?;¿Usás servicios de logística para el envío y/o recepción de encomiendas?;Puntos: ¿Usás servicios de logística para el envío y/o recepción de encomiendas?;Comentarios: ¿Usás servicios de logística para el envío y/o recepción de encomiendas?;Puntos: ¿Con qué frecuencia recurris a los servicios de logística? ;Comentarios: ¿Con qué frecuencia recurris a los servicios de logística? ;Frecuencia de uso;Puntos: Frecuencia de uso;Comentarios: Frecuencia de uso; ¿Qué servicio usás habitualmente?;Puntos:  ¿Qué servicio usás habitualmente?;Comentarios:  ¿Qué servicio usás habitualmente?;¿Qué aspectos tenés en cuenta a la hora de elegir un servicio de logística?;Puntos: ¿Qué aspectos tenés en cuenta a la hora de elegir un servicio de logística?;Comentarios: ¿Qué aspectos tenés en cuenta a la hora de elegir un servicio de logística?;¿Existe algún otro aspecto fuera de los mencionados que te quieras comentarnos?;Puntos: ¿Existe algún otro aspecto fuera de los mencionados que te quieras comentarnos?;Comentarios: ¿Existe algún otro aspecto fuera de los mencionados que te quieras comentarnos?;¿Cuánto pagarías por enviar un paquete chico (ej. una caja de zapatos) dentro del AMBA?;Puntos: ¿Cuánto pagarías por enviar un paquete chico (ej. una caja de zapatos) dentro del AMBA?;Comentarios: ¿Cuánto pagarías por enviar un paquete chico (ej. una caja de zapatos) dentro del AMBA?;¿Qué problemas tuviste al enviar o recibir encomiendas?;Puntos: ¿Qué problemas tuviste al enviar o recibir encomiendas?;Comentarios: ¿Qué problemas tuviste al enviar o recibir encomiendas?;Puntos: ¿Qué tan predispuesto/a estarías a usar una plataforma de viajes compartidos para encomiendas?;Comentarios: ¿Qué tan predispuesto/a estarías a usar una plataforma de viajes compartidos para encomiendas?;Estaría...;Puntos: Estaría...;Comentarios: Estaría...;Y si además de la coordinación de la logística la plataforma te ofreciera la opción de clasificar tu paquete utilizando una foto para cotizar el servicio,  ¿utilizarías esta función? ;Puntos: Y si además de la coordinación de la logística la plataforma te ofreciera la opción de clasificar tu paquete utilizando una foto para cotizar el servicio,  ¿utilizarías esta función? ;Comentarios: Y si además de la coordinación de la logística la plataforma te ofreciera la opción de clasificar tu paquete utilizando una foto para cotizar el servicio,  ¿utilizarías esta función? ;"Puntos: ¿Qué importancia le darías a saber el ahorro de CO₂ al elegir un envío compartido?
";"Comentarios: ¿Qué importancia le darías a saber el ahorro de CO₂ al elegir un envío compartido?
";Me aportaría...;Puntos: Me aportaría...;Comentarios: Me aportaría...;¿Estarías dispuesto/a a transportar encomiendas en caso de que los puntos de retiro y entrega coincidan con tu ruta habitual a cambio de una compensación económica?;Puntos: ¿Estarías dispuesto/a a transportar encomiendas en caso de que los puntos de retiro y entrega coincidan con tu ruta habitual a cambio de una compensación económica?;Comentarios: ¿Estarías dispuesto/a a transportar encomiendas en caso de que los puntos de retiro y entrega coincidan con tu ruta habitual a cambio de una compensación económica?; Como transportista, ¿cuánto te tendrían que pagar para que valga la pena llevar un paquete chico en un trayecto que YA estás haciendo?;Puntos:  Como transportista, ¿cuánto te tendrían que pagar para que valga la pena llevar un paquete chico en un trayecto que YA estás haciendo?;Comentarios:  Como transportista, ¿cuánto te tendrían que pagar para que valga la pena llevar un paquete chico en un trayecto que YA estás haciendo?;Si tuvieras que transportar encomiendas, ¿qué medio/s de transporte elegirías? Podes marcar todas las opciones que prefieras;Puntos: Si tuvieras que transportar encomiendas, ¿qué medio/s de transporte elegirías? Podes marcar todas las opciones que prefieras;Comentarios: Si tuvieras que transportar encomiendas, ¿qué medio/s de transporte elegirías? Podes marcar todas las opciones que prefieras;¿Cuál sería tu principal motivación para participar como transportista?;Puntos: ¿Cuál sería tu principal motivación para participar como transportista?;Comentarios: ¿Cuál sería tu principal motivación para participar como transportista?;¿Tenes alguna otra motivación que no se encuentre mencionada? Podes contarnos acá;Puntos: ¿Tenes alguna otra motivación que no se encuentre mencionada? Podes contarnos acá;Comentarios: ¿Tenes alguna otra motivación que no se encuentre mencionada? Podes contarnos acá;¿Tenés alguna preocupación sobre participar como transportista?;Puntos: ¿Tenés alguna preocupación sobre participar como transportista?;Comentarios: ¿Tenés alguna preocupación sobre participar como transportista?;¿Cuál o cuáles son los motivos por los que no utiliza servicios de logística?;Puntos: ¿Cuál o cuáles son los motivos por los que no utiliza servicios de logística?;Comentarios: ¿Cuál o cuáles son los motivos por los que no utiliza servicios de logística?;Nos interesa saber más sobre tu opinión y porque aspectos optas no utilizar servicios de logística. Dejamos este espacio para que, si queres, nos cuentes.;Puntos: Nos interesa saber más sobre tu opinión y porque aspectos optas no utilizar servicios de logística. Dejamos este espacio para que, si queres, nos cuentes.;Comentarios: Nos interesa saber más sobre tu opinión y porque aspectos optas no utilizar servicios de logística. Dejamos este espacio para que, si queres, nos cuentes.;Dejamos este espacio en caso de que quieras comentarnos algo, ya sea una opinión, algo que te haya quedado pendiente después de responder o incluso una recomendación. Tu aporte nos ayuda a lograr ...;Comentarios: Dejamos este espacio en caso de que quieras comentarnos algo, ya sea una opinión, algo que te haya quedado pendiente después de responder o incluso una recomendación. Tu aporte nos ayuda a lograr ...;Puntos: Dejamos este espacio en caso de que quieras comentarnos algo, ya sea una opinión, algo que te haya quedado pendiente después de responder o incluso una recomendación. Tu aporte nos ayuda a lograr ...;
29;5/22/26 12:28:47;5/22/26 12:30:20;anonymous;;;;;Menos de 18;;;Sí;;;"Particular / consumidor final;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"No existe la necesidad;";;;;;;;;;
30;5/22/26 12:29:59;5/22/26 12:32:23;anonymous;;;;;Más de 50;;;Sí;;;"Trabajo en una PyME o comercio;";;;Sí;;;;; 1-3 veces por mes;;;"Rappi Favor/Uber Envios/Similiares;Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;";;;;;;Más de $10.000;;;"Demoras;Falta de seguimiento;";;;;;Indiferente;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Tal vez, depende de las condiciones;;;Más de $5.000;;;"Transporte especializado;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;Ninguna;;;"Responsabilidad por daños ;";;;"Escasez de opciones;Costos elevados;";;;;;;;;;
31;5/22/26 12:36:40;5/22/26 12:36:59;anonymous;;;;;18-25;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;danilo puto;;;
32;5/22/26 12:39:56;5/22/26 12:42:58;anonymous;;;;;18-25;;;Sí;;;"Otro;";;;Sí;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Seguridad y confianza;";;;;;;Menos de $3.000;;;"Falta de confianza;Daños o pérdidas;Mala atención;";;;;;Indiferente;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Poco valor;;;Sí, me interesaría;;;Más de $5.000;;;"Moto;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ; Pago / comisión ;";;;"Costos elevados;No existe cobertura en la zona donde se precisa el servicio;";;;;;;;;;
33;5/22/26 12:42:39;5/22/26 12:46:00;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Zonas de entrega cubiertas;Velocidad de entrega;";;;;;; $6.000 - $10.000;;;"Precio alto;Demoras;Falta de seguimiento;Mala atención;";;;;;Poco dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Poco valor;;;Sí, me interesaría;;;Más de $5.000;;;"A pie;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Ninguna;";;;"No existe la necesidad;";;;;;;;;;
34;5/22/26 12:45:53;5/22/26 12:49:36;anonymous;;;;;36-50;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Rappi Favor/Uber Envios/Similiares;Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Velocidad de entrega;Facilidad de uso / experiencia digital;";;;;;;$3.000 - $6.000;;;"Precio alto;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Sí, me interesaría;;;$1.000 - $2.500;;;"A pie;Bicicleta;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;" Pago / comisión ;";;;"No existe la necesidad;Costos elevados;";;;;;;;;;
35;5/22/26 12:48:28;5/22/26 12:51:16;anonymous;;;;;18-25;;;Sí;;;"Tengo un emprendimiento o vendo por redes;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"No existe la necesidad;";;;;;;;;;
36;5/22/26 12:53:57;5/22/26 12:54:49;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"No existe la necesidad;";;;;;;;;;
37;5/22/26 12:49:44;5/22/26 12:55:42;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Zonas de entrega cubiertas;Facilidad de uso / experiencia digital;";;;;;; $6.000 - $10.000;;;"Precio alto;Demoras;Falta de seguimiento;Dificultad para coordinar horarios;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Tal vez, depende de las condiciones;;;Más de $5.000;;;"A pie;Bicicleta;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ; Pago / comisión ;Interferencia con mi rutina;";;;"No existe la necesidad;";;;;;;;;;
38;5/22/26 12:55:47;5/22/26 12:59:09;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Varias veces por semana;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Demoras;Dificultad para coordinar horarios;";;;;;Indiferente;;;Me es indiferente, preferiría cargarlo manualmente;;;;;Bastante valor;;;Tal vez, depende de las condiciones;;;$2.500 - $5.000;;;"A pie;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ;";;;"No existe la necesidad;";;;;;;;;;
39;5/22/26 12:47:44;5/22/26 12:59:41;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Rappi Favor/Uber Envios/Similiares;Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;Dificultad para coordinar horarios;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Tal vez, depende de las condiciones;;;Más de $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;";;;;;;"Interferencia con mi rutina; Confianza en el cliente;Responsabilidad por daños ;";;;"No existe la necesidad;";;;;;;;;;
40;5/22/26 12:57:55;5/22/26 13:00:24;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Seguridad y confianza;Velocidad de entrega;Facilidad de uso / experiencia digital;";;;;;;Menos de $3.000;;;"Falta de seguimiento;Dificultad para coordinar horarios;Falta de confianza;Poca cobertura;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Ningún valor;;;Sí, me interesaría;;;$1.000 - $2.500;;;"Auto;Moto;A pie;Bicicleta;Transporte especializado;Vehículos de mayor porte (camioneta, camión, etc.);";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;";;;;;;"Responsabilidad por daños ; Confianza en el cliente; Pago / comisión ;";;;"Costos elevados;Falta de confianza en prestadores/sistemas;No existe cobertura en la zona donde se precisa el servicio;";;;;;;;;;
41;5/22/26 12:56:05;5/22/26 13:05:09;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;No usé, pero estaría dispuesto/a;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Precio alto;Falta de seguimiento;Falta de confianza;Daños o pérdidas;Poca cobertura;Mala atención;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Mucho valor;;;Sí, me interesaría;;;$1.000 - $2.500;;;"Bicicleta;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ; Confianza en el cliente; Pago / comisión ;Interferencia con mi rutina;";;;"Escasez de opciones;Costos elevados;No hay opciones ecológicas / Genera contaminación innecesaria ;";;;;;;;;;
42;5/22/26 13:08:52;5/22/26 13:12:19;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;Facilidad de uso / experiencia digital;";;;;;;Menos de $3.000;;;"Precio alto;Demoras;Falta de seguimiento;Dificultad para coordinar horarios;Falta de confianza;Daños o pérdidas;Mala atención;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Indiferente;;;Sí, me interesaría;;;$2.500 - $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;" Pago / comisión ;";;;"Costos elevados;";;;;;;;;;
43;5/22/26 13:09:09;5/22/26 13:12:57;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;Facilidad de uso / experiencia digital;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;Falta de confianza;";;;;;Indiferente;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Indiferente;;;Tal vez, depende de las condiciones;;;$2.500 - $5.000;;;"Auto;Transporte especializado;Vehículos de mayor porte (camioneta, camión, etc.);";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;";;;;;;"Responsabilidad por daños ; Confianza en el cliente; Pago / comisión ;Interferencia con mi rutina;";;;"Escasez de opciones;Costos elevados;No existe la necesidad;Falta de confianza en prestadores/sistemas;No existe cobertura en la zona donde se precisa el servicio;";;;;;;;;;
44;5/22/26 13:11:50;5/22/26 13:14:46;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Varias veces por semana;;;"Rappi Favor/Uber Envios/Similiares;Conocidos / familia / lo hago yo;Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Velocidad de entrega;Facilidad de uso / experiencia digital;";;;;;;$3.000 - $6.000;;;"No tuve problemas;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Poco valor;;;Tal vez, depende de las condiciones;;;$2.500 - $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Ninguna;";;;"No existe la necesidad;";;;;;;;;;
45;5/22/26 13:12:42;5/22/26 13:16:26;anonymous;;;;;36-50;;;Sí;;;"Otro;";;;Sí;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;Daños o pérdidas;";;;;;Indiferente;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Sí, me interesaría;;;$2.500 - $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;" Pago / comisión ;";;;"Falta de confianza en prestadores/sistemas;";;;;;;;;;
46;5/22/26 11:59:45;5/22/26 13:17:42;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;No usé, pero estaría dispuesto/a;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;Dificultad para coordinar horarios;Falta de confianza;Mala atención;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Poco valor;;;Tal vez, depende de las condiciones;;;$2.500 - $5.000;;;"Moto;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ;Interferencia con mi rutina;";;;"Costos elevados;No existe la necesidad;Falta de confianza en prestadores/sistemas;No existe cobertura en la zona donde se precisa el servicio;";;;;;;;;;
47;5/22/26 13:27:33;5/22/26 13:28:44;anonymous;;;;;36-50;;;Sí;;;"Particular / consumidor final;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"No existe la necesidad;";;;;;;;;;
48;5/22/26 13:46:20;5/22/26 13:52:04;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Seguridad y confianza;Facilidad de uso / experiencia digital;";;;;;;$3.000 - $6.000;;;"Precio alto;Demoras;Falta de seguimiento;";;;;;Poco dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Sí, me interesaría;;;$1.000 - $2.500;;;"Bicicleta;Moto;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ;Interferencia con mi rutina; Confianza en el cliente; Pago / comisión ;";;;"Costos elevados;Falta de confianza en prestadores/sistemas;No existe cobertura en la zona donde se precisa el servicio;";;;;;;;;;
49;5/22/26 13:58:07;5/22/26 14:01:39;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;No usé, pero estaría dispuesto/a;;;;;Es la primera vez;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Precio alto;Demoras;Dificultad para coordinar horarios;Mala atención;Dificultad para contratar el servicio online;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Mucho valor;;;Tal vez, depende de las condiciones;;;$2.500 - $5.000;;;"Auto;Moto;";;;"Generar un ingreso extra sin desviarme de mi rutina;Ayudar a reducir la huella de carbono optimizando viajes existentes;";;;;;;"Responsabilidad por daños ;Interferencia con mi rutina;";;;"Falta de confianza en prestadores/sistemas;";;;;;;;;;
50;5/22/26 14:09:39;5/22/26 14:10:18;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"No existe la necesidad;";;;;;;;;;
51;5/22/26 14:12:37;5/22/26 14:17:18;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Conocidos / familia / lo hago yo;";;;"Zonas de entrega cubiertas;Seguridad y confianza;Costos del servicio;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Precio alto;Demoras;Falta de confianza;Poca cobertura;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Tal vez, depende de las condiciones;;;$2.500 - $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;" Confianza en el cliente; Pago / comisión ;Responsabilidad por daños ;";;;"Costos elevados;Falta de confianza en prestadores/sistemas;No existe cobertura en la zona donde se precisa el servicio;";;;;;;;;;
52;5/22/26 15:02:31;5/22/26 15:04:55;anonymous;;;;;Más de 50;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Zonas de entrega cubiertas;Seguridad y confianza;";;;;;;$3.000 - $6.000;;;"Dificultad para coordinar horarios;Falta de confianza;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Indiferente;;;No, no me interesa ;;;;;;;;;;;;;;;;;;"Falta de confianza en prestadores/sistemas;Escasez de opciones;Costos elevados;";;;;;;;;;
53;5/22/26 15:12:09;5/22/26 15:16:48;anonymous;;;;;26-35;;;Sí;;;"Otro;";;;Sí;;;;;Varias veces por semana;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;Conocidos / familia / lo hago yo;";;;"Costos del servicio;Seguridad y confianza;Velocidad de entrega;";;;;;; $6.000 - $10.000;;;"Precio alto;Demoras;Dificultad para coordinar horarios;Dificultad para contratar el servicio online;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Indiferente;;;Sí, me interesaría;;;$2.500 - $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;";;;;;;" Pago / comisión ;";;;"Escasez de opciones;Costos elevados;";;;;;;;;;
54;5/22/26 15:26:37;5/22/26 15:29:07;anonymous;;;;;36-50;;;Sí;;;"Otro;";;;Sí;;;;;Varias veces por semana;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Transporte especializado (necesito que la carga sea transportada en ciertas condiciones);Velocidad de entrega;Facilidad de uso / experiencia digital;";;;No;;;Menos de $3.000;;;"Demoras;Falta de seguimiento;Dificultad para coordinar horarios;Mala atención;";;;;;Algo dispuesto/a;;;Me es indiferente, preferiría cargarlo manualmente;;;;;Ningún valor;;;No, no me interesa ;;;;;;;;;;;;;;;;;;"Falta de confianza en prestadores/sistemas;";;;;;;No me interesa ;;;
55;5/22/26 13:53:45;5/22/26 15:38:45;anonymous;;;;;36-50;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Una vez por semana;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Fletes;";;;"Costos del servicio;Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Demoras;Precio alto;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Mucho valor;;;Sí, me interesaría;;;$2.500 - $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ;Interferencia con mi rutina;";;;"Costos elevados;";;;Principalmente por el rango de horarios de entrega, que suelen ser los horarios coincidentes con los laborales.;;;Actualmente tengo inconvenientes con “grandes envíos”, elementos livianos (PVC, plasticos, otros elementos) pero grande en su tamaño, los costos son extremadamente altos, y en el caso de ML si compro dos elementos iguales suelen cobrarme dos veces por un mismo envío…;;;
56;5/22/26 15:36:20;5/22/26 15:39:32;anonymous;;;;;26-35;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;";;;;;;Menos de $3.000;;;"Demoras;Falta de seguimiento;Dificultad para coordinar horarios;Mala atención;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Sí, me interesaría;;;$1.000 - $2.500;;;"A pie;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;" Confianza en el cliente;Interferencia con mi rutina;";;;"No existe la necesidad;No existe cobertura en la zona donde se precisa el servicio;";;;;;;;;;
57;5/22/26 15:41:57;5/22/26 15:42:24;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"No existe la necesidad;";;;;;;;;;
58;5/22/26 15:39:58;5/22/26 15:43:59;anonymous;;;;;36-50;;;Sí;;;"Particular / consumidor final;";;;No usé, pero estaría dispuesto/a;;;;;Es la primera vez;;;"Rappi Favor/Uber Envios/Similiares;Correo Argentino / OCA / Andreani / Mercado Libre;Conocidos / familia / lo hago yo;";;;"Costos del servicio;Seguridad y confianza;Facilidad de uso / experiencia digital;";;;;;;$3.000 - $6.000;;;"Precio alto;Demoras;Dificultad para coordinar horarios;Falta de confianza;Daños o pérdidas;";;;;;Indiferente;;;No, me generaría desconfianza sobre la precisión del cobro;;;;;Bastante valor;;;Tal vez, depende de las condiciones;;;Más de $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;Ayudar a reducir la huella de carbono optimizando viajes existentes;";;;;;;"Ninguna;";;;"Costos elevados;No existe cobertura en la zona donde se precisa el servicio;";;;;;;;;;
59;5/22/26 16:20:15;5/22/26 16:24:05;anonymous;;;;;36-50;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Conocidos / familia / lo hago yo;";;;"Costos del servicio;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Precio alto;Demoras;Falta de seguimiento;Daños o pérdidas;";;;;;Indiferente;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Sí, me interesaría;;;$1.000 - $2.500;;;"Transporte especializado;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Interferencia con mi rutina;Responsabilidad por daños ;";;;"Costos elevados;No existe la necesidad;";;;;;;;;;
60;5/22/26 16:19:21;5/22/26 16:24:09;anonymous;;;;;26-35;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Zonas de entrega cubiertas;Facilidad de uso / experiencia digital;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;Dificultad para coordinar horarios;Mala atención;";;;;;Indiferente;;;Me es indiferente, preferiría cargarlo manualmente;;;;;Ningún valor;;;Sí, me interesaría;;;Más de $5.000;;;"Auto;A pie;";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;";;;;;;"Interferencia con mi rutina;";;;"Costos elevados;Falta de confianza en prestadores/sistemas;No existe la necesidad;";;;;;;;;;
